Pays,Année,Trouble,Prévalence,Sexe
China,2000,Trouble anxieux généralisé,3.32,Homme
China,2000,Trouble panique,1.06,Les deux
China,2000,Trouble panique,9.19,Femme
China,2000,Trouble panique,5.19,Homme
China,2000,Phobie sociale,2.61,Les deux
China,2000,Phobie sociale,1.95,Femme
China,2000,Phobie sociale,6.59,Homme
China,2000,Trouble obsessionnel-compulsif (TOC),3.03,Les deux
China,2000,Trouble obsessionnel-compulsif (TOC),3.86,Femme
China,2000,Trouble obsessionnel-compulsif (TOC),8.63,Homme
China,2000,Stress post-traumatique (PTSD),2.15,Les deux
China,2000,Stress post-traumatique (PTSD),8.82,Femme
China,2000,Stress post-traumatique (PTSD),8.34,Homme
China,2000,Schizophrénie,2.72,Les deux
China,2000,Schizophrénie,8.09,Femme
China,2000,Schizophrénie,4.34,Homme
China,2000,Trouble dissociatif,2.53,Les deux
China,2000,Trouble dissociatif,8.24,Femme
China,2000,Trouble dissociatif,8.77,Homme
China,2000,Trouble du sommeil,5.36,Les deux
China,2000,Trouble du sommeil,2.49,Femme
China,2000,Trouble du sommeil,2.01,Homme
China,2000,Trouble somatique,8.89,Les deux
China,2000,Trouble somatique,8.23,Femme
China,2000,Trouble somatique,5.25,Homme
China,2000,Addiction à l’alcool,5.41,Les deux
China,2000,Addiction à l’alcool,4.14,Femme
China,2000,Addiction à l’alcool,1.59,Homme
China,2000,Addiction aux drogues,4.87,Les deux
China,2000,Addiction aux drogues,9.05,Femme
China,2000,Addiction aux drogues,5.38,Homme
China,2000,Addiction au jeu,2.61,Les deux
China,2000,Addiction au jeu,0.37,Femme
China,2000,Addiction au jeu,9.14,Homme
China,2000,Trouble de l’alimentation,6.12,Les deux
China,2000,Trouble de l’alimentation,4.8,Femme
China,2000,Trouble de l’alimentation,5.13,Homme
China,2000,Autisme,9.89,Les deux
China,2000,Autisme,9.21,Femme
China,2000,Autisme,4.48,Homme
China,2000,TDAH,9.21,Les deux
China,2000,TDAH,3.18,Femme
China,2000,TDAH,3.97,Homme
Russia,2000,Trouble de la personnalité borderline,6.26,Les deux
Russia,2000,Trouble de la personnalité borderline,8.57,Femme
Russia,2000,Trouble de la personnalité borderline,2.59,Homme
Russia,2000,Trouble bipolaire,4.44,Les deux
Russia,2000,Trouble bipolaire,5.79,Femme
Russia,2000,Trouble bipolaire,9.78,Homme
Russia,2000,Dépression majeure,0.71,Les deux
Russia,2000,Dépression majeure,4.35,Femme
Russia,2000,Dépression majeure,1.75,Homme
Russia,2000,Trouble anxieux généralisé,3.99,Les deux
Russia,2000,Trouble anxieux généralisé,9.19,Femme
Russia,2000,Trouble anxieux généralisé,7.57,Homme
Russia,2000,Trouble panique,6.63,Les deux
Russia,2000,Trouble panique,6.29,Femme
Russia,2000,Trouble panique,9.53,Homme
Russia,2000,Phobie sociale,1.85,Les deux
Russia,2000,Phobie sociale,7.86,Femme
Russia,2000,Phobie sociale,0.52,Homme
Russia,2000,Trouble obsessionnel-compulsif (TOC),8.94,Les deux
Russia,2000,Trouble obsessionnel-compulsif (TOC),9.01,Femme
Russia,2000,Trouble obsessionnel-compulsif (TOC),5.89,Homme
Russia,2000,Stress post-traumatique (PTSD),3.09,Les deux
Russia,2000,Stress post-traumatique (PTSD),9.57,Femme
Russia,2000,Stress post-traumatique (PTSD),7.57,Homme
Russia,2000,Schizophrénie,5.66,Les deux
Russia,2000,Schizophrénie,7.61,Femme
Russia,2000,Schizophrénie,9.31,Homme
Russia,2000,Trouble dissociatif,6.51,Les deux
Russia,2000,Trouble dissociatif,3.57,Femme
Russia,2000,Trouble dissociatif,4.18,Homme
Russia,2000,Trouble du sommeil,1.01,Les deux
Russia,2000,Trouble du sommeil,7.36,Femme
Russia,2000,Trouble du sommeil,6.04,Homme
Russia,2000,Trouble somatique,3.33,Les deux
Russia,2000,Trouble somatique,2.33,Femme
Russia,2000,Trouble somatique,8.4,Homme
Russia,2000,Addiction à l’alcool,6.71,Les deux
Russia,2000,Addiction à l’alcool,1.36,Femme
Russia,2000,Addiction à l’alcool,1.45,Homme
Russia,2000,Addiction aux drogues,6.78,Les deux
Russia,2000,Addiction aux drogues,8.75,Femme
Russia,2000,Addiction aux drogues,6.07,Homme
Russia,2000,Addiction au jeu,9.53,Les deux
Russia,2000,Addiction au jeu,6.0,Femme
Russia,2000,Addiction au jeu,6.27,Homme
Russia,2000,Trouble de l’alimentation,9.76,Les deux
Russia,2000,Trouble de l’alimentation,4.49,Femme
Russia,2000,Trouble de l’alimentation,0.34,Homme
Russia,2000,Autisme,8.76,Les deux
Russia,2000,Autisme,6.35,Femme
Russia,2000,Autisme,10.83,Homme
Russia,2000,TDAH,3.29,Les deux
Russia,2000,TDAH,5.75,Femme
Russia,2000,TDAH,6.36,Homme
Italy,2000,Trouble de la personnalité borderline,2.52,Les deux
Italy,2000,Trouble de la personnalité borderline,10.75,Femme
Italy,2000,Trouble de la personnalité borderline,10.08,Homme
Italy,2000,Trouble bipolaire,7.48,Les deux
Italy,2000,Trouble bipolaire,8.66,Femme
Italy,2000,Trouble bipolaire,5.04,Homme
Italy,2000,Dépression majeure,2.48,Les deux
Italy,2000,Dépression majeure,6.4,Femme
Italy,2000,Dépression majeure,2.85,Homme
Italy,2000,Trouble anxieux généralisé,4.16,Les deux
Italy,2000,Trouble anxieux généralisé,2.59,Femme
Italy,2000,Trouble anxieux généralisé,8.19,Homme
Italy,2000,Trouble panique,0.17,Les deux
Italy,2000,Trouble panique,3.91,Femme
Italy,2000,Trouble panique,7.92,Homme
Italy,2000,Phobie sociale,7.77,Les deux
Italy,2000,Phobie sociale,1.27,Femme
Italy,2000,Phobie sociale,9.56,Homme
Italy,2000,Trouble obsessionnel-compulsif (TOC),1.62,Les deux
Italy,2000,Trouble obsessionnel-compulsif (TOC),4.65,Femme
Italy,2000,Trouble obsessionnel-compulsif (TOC),11.15,Homme
Italy,2000,Stress post-traumatique (PTSD),0.79,Les deux
Italy,2000,Stress post-traumatique (PTSD),1.67,Femme
Italy,2000,Stress post-traumatique (PTSD),3.24,Homme
Italy,2000,Schizophrénie,6.67,Les deux
Italy,2000,Schizophrénie,1.39,Femme
Italy,2000,Schizophrénie,1.9,Homme
Italy,2000,Trouble dissociatif,5.57,Les deux
Italy,2000,Trouble dissociatif,5.59,Femme
Italy,2000,Trouble dissociatif,7.86,Homme
Italy,2000,Trouble du sommeil,9.99,Les deux
Italy,2000,Trouble du sommeil,4.84,Femme
Italy,2000,Trouble du sommeil,8.72,Homme
Italy,2000,Trouble somatique,3.25,Les deux
Italy,2000,Trouble somatique,4.79,Femme
Italy,2000,Trouble somatique,0.67,Homme
Italy,2000,Addiction à l’alcool,3.6,Les deux
Italy,2000,Addiction à l’alcool,9.08,Femme
Italy,2000,Addiction à l’alcool,8.44,Homme
Italy,2000,Addiction aux drogues,3.28,Les deux
Italy,2000,Addiction aux drogues,8.57,Femme
Italy,2000,Addiction aux drogues,5.8,Homme
Italy,2000,Addiction au jeu,1.52,Les deux
Italy,2000,Addiction au jeu,8.18,Femme
Italy,2000,Addiction au jeu,1.72,Homme
Italy,2000,Trouble de l’alimentation,0.77,Les deux
Italy,2000,Trouble de l’alimentation,0.56,Femme
Italy,2000,Trouble de l’alimentation,5.0,Homme
Italy,2000,Autisme,0.44,Les deux
Italy,2000,Autisme,7.52,Femme
Italy,2000,Autisme,1.66,Homme
Italy,2000,TDAH,8.62,Les deux
Italy,2000,TDAH,8.76,Femme
Italy,2000,TDAH,7.62,Homme
Spain,2000,Trouble de la personnalité borderline,4.01,Les deux
Spain,2000,Trouble de la personnalité borderline,7.24,Femme
Spain,2000,Trouble de la personnalité borderline,7.93,Homme
Spain,2000,Trouble bipolaire,7.53,Les deux
Spain,2000,Trouble bipolaire,4.75,Femme
Spain,2000,Trouble bipolaire,2.18,Homme
Spain,2000,Dépression majeure,7.54,Les deux
Spain,2000,Dépression majeure,1.18,Femme
Spain,2000,Dépression majeure,1.76,Homme
Spain,2000,Trouble anxieux généralisé,8.25,Les deux
Spain,2000,Trouble anxieux généralisé,4.84,Femme
Spain,2000,Trouble anxieux généralisé,1.6,Homme
Spain,2000,Trouble panique,4.54,Les deux
Spain,2000,Trouble panique,4.64,Femme
Spain,2000,Trouble panique,11.34,Homme
Spain,2000,Phobie sociale,2.0,Les deux
Spain,2000,Phobie sociale,2.51,Femme
Spain,2000,Phobie sociale,3.32,Homme
Spain,2000,Trouble obsessionnel-compulsif (TOC),5.71,Les deux
Spain,2000,Trouble obsessionnel-compulsif (TOC),6.38,Femme
Spain,2000,Trouble obsessionnel-compulsif (TOC),6.48,Homme
Spain,2000,Stress post-traumatique (PTSD),0.59,Les deux
Spain,2000,Stress post-traumatique (PTSD),6.33,Femme
Spain,2000,Stress post-traumatique (PTSD),2.74,Homme
Spain,2000,Schizophrénie,7.6,Les deux
Spain,2000,Schizophrénie,8.85,Femme
Spain,2000,Schizophrénie,3.84,Homme
Spain,2000,Trouble dissociatif,5.27,Les deux
Spain,2000,Trouble dissociatif,3.44,Femme
Spain,2000,Trouble dissociatif,6.25,Homme
Spain,2000,Trouble du sommeil,0.11,Les deux
Spain,2000,Trouble du sommeil,2.57,Femme
Spain,2000,Trouble du sommeil,6.18,Homme
Spain,2000,Trouble somatique,8.91,Les deux
Spain,2000,Trouble somatique,4.96,Femme
Spain,2000,Trouble somatique,8.59,Homme
Spain,2000,Addiction à l’alcool,2.23,Les deux
Spain,2000,Addiction à l’alcool,5.66,Femme
Spain,2000,Addiction à l’alcool,6.58,Homme
Spain,2000,Addiction aux drogues,1.08,Les deux
Spain,2000,Addiction aux drogues,2.21,Femme
Spain,2000,Addiction aux drogues,1.73,Homme
Spain,2000,Addiction au jeu,8.62,Les deux
Spain,2000,Addiction au jeu,3.3,Femme
Spain,2000,Addiction au jeu,0.65,Homme
Spain,2000,Trouble de l’alimentation,2.72,Les deux
Spain,2000,Trouble de l’alimentation,5.91,Femme
Spain,2000,Trouble de l’alimentation,10.49,Homme
Spain,2000,Autisme,1.09,Les deux
Spain,2000,Autisme,1.09,Femme
Spain,2000,Autisme,5.84,Homme
Spain,2000,TDAH,8.54,Les deux
Spain,2000,TDAH,8.67,Femme
Spain,2000,TDAH,6.36,Homme
Argentina,2000,Trouble de la personnalité borderline,0.54,Les deux
Argentina,2000,Trouble de la personnalité borderline,4.06,Femme
Argentina,2000,Trouble de la personnalité borderline,10.19,Homme
Argentina,2000,Trouble bipolaire,8.08,Les deux
Argentina,2000,Trouble bipolaire,2.13,Femme
Argentina,2000,Trouble bipolaire,5.28,Homme
Argentina,2000,Dépression majeure,9.71,Les deux
Argentina,2000,Dépression majeure,3.94,Femme
Argentina,2000,Dépression majeure,5.53,Homme
Argentina,2000,Trouble anxieux généralisé,3.28,Les deux
Argentina,2000,Trouble anxieux généralisé,1.87,Femme
Argentina,2000,Trouble anxieux généralisé,9.34,Homme
Argentina,2000,Trouble panique,3.65,Les deux
Argentina,2000,Trouble panique,4.27,Femme
Argentina,2000,Trouble panique,7.5,Homme
Argentina,2000,Phobie sociale,9.33,Les deux
Argentina,2000,Phobie sociale,3.97,Femme
Argentina,2000,Phobie sociale,4.89,Homme
Argentina,2000,Trouble obsessionnel-compulsif (TOC),4.67,Les deux
Argentina,2000,Trouble obsessionnel-compulsif (TOC),7.06,Femme
Argentina,2000,Trouble obsessionnel-compulsif (TOC),3.29,Homme
Argentina,2000,Stress post-traumatique (PTSD),3.85,Les deux
Argentina,2000,Stress post-traumatique (PTSD),0.98,Femme
Argentina,2000,Stress post-traumatique (PTSD),7.38,Homme
Argentina,2000,Schizophrénie,2.22,Les deux
Argentina,2000,Schizophrénie,6.39,Femme
Argentina,2000,Schizophrénie,3.04,Homme
Argentina,2000,Trouble dissociatif,9.28,Les deux
Argentina,2000,Trouble dissociatif,6.62,Femme
Argentina,2000,Trouble dissociatif,0.73,Homme
Argentina,2000,Trouble du sommeil,3.99,Les deux
Argentina,2000,Trouble du sommeil,9.93,Femme
Argentina,2000,Trouble du sommeil,0.13,Homme
Argentina,2000,Trouble somatique,6.84,Les deux
Argentina,2000,Trouble somatique,5.15,Femme
Argentina,2000,Trouble somatique,8.62,Homme
Argentina,2000,Addiction à l’alcool,5.01,Les deux
Argentina,2000,Addiction à l’alcool,4.25,Femme
Argentina,2000,Addiction à l’alcool,7.88,Homme
Argentina,2000,Addiction aux drogues,8.8,Les deux
Argentina,2000,Addiction aux drogues,4.06,Femme
Argentina,2000,Addiction aux drogues,2.63,Homme
Argentina,2000,Addiction au jeu,7.77,Les deux
Argentina,2000,Addiction au jeu,5.32,Femme
Argentina,2000,Addiction au jeu,11.48,Homme
Argentina,2000,Trouble de l’alimentation,8.57,Les deux
Argentina,2000,Trouble de l’alimentation,2.11,Femme
Argentina,2000,Trouble de l’alimentation,8.9,Homme
Argentina,2000,Autisme,1.1,Les deux
Argentina,2000,Autisme,8.49,Femme
Argentina,2000,Autisme,6.79,Homme
Argentina,2000,TDAH,6.11,Les deux
Argentina,2000,TDAH,4.35,Femme
Argentina,2000,TDAH,3.96,Homme
Egypt,2000,Trouble de la personnalité borderline,7.97,Les deux
Egypt,2000,Trouble de la personnalité borderline,8.27,Femme
Egypt,2000,Trouble de la personnalité borderline,3.61,Homme
Egypt,2000,Trouble bipolaire,0.34,Les deux
Egypt,2000,Trouble bipolaire,5.46,Femme
Egypt,2000,Trouble bipolaire,6.58,Homme
Egypt,2000,Dépression majeure,6.72,Les deux
Egypt,2000,Dépression majeure,4.16,Femme
Egypt,2000,Dépression majeure,0.52,Homme
Egypt,2000,Trouble anxieux généralisé,5.27,Les deux
Egypt,2000,Trouble anxieux généralisé,2.09,Femme
Egypt,2000,Trouble anxieux généralisé,1.97,Homme
Egypt,2000,Trouble panique,1.06,Les deux
Egypt,2000,Trouble panique,9.68,Femme
Egypt,2000,Trouble panique,9.67,Homme
Egypt,2000,Phobie sociale,0.9,Les deux
Egypt,2000,Phobie sociale,7.61,Femme
Egypt,2000,Phobie sociale,6.56,Homme
Egypt,2000,Trouble obsessionnel-compulsif (TOC),4.37,Les deux
Egypt,2000,Trouble obsessionnel-compulsif (TOC),0.48,Femme
Egypt,2000,Trouble obsessionnel-compulsif (TOC),11.8,Homme
Egypt,2000,Stress post-traumatique (PTSD),0.5,Les deux
Egypt,2000,Stress post-traumatique (PTSD),7.02,Femme
Egypt,2000,Stress post-traumatique (PTSD),8.26,Homme
Egypt,2000,Schizophrénie,9.37,Les deux
Egypt,2000,Schizophrénie,7.85,Femme
Egypt,2000,Schizophrénie,0.8,Homme
Egypt,2000,Trouble dissociatif,1.64,Les deux
Egypt,2000,Trouble dissociatif,6.34,Femme
Egypt,2000,Trouble dissociatif,5.83,Homme
Egypt,2000,Trouble du sommeil,4.51,Les deux
Egypt,2000,Trouble du sommeil,0.86,Femme
Egypt,2000,Trouble du sommeil,3.04,Homme
Egypt,2000,Trouble somatique,2.93,Les deux
Egypt,2000,Trouble somatique,8.96,Femme
Egypt,2000,Trouble somatique,9.66,Homme
Egypt,2000,Addiction à l’alcool,8.32,Les deux
Egypt,2000,Addiction à l’alcool,11.25,Femme
Egypt,2000,Addiction à l’alcool,8.85,Homme
Egypt,2000,Addiction aux drogues,7.98,Les deux
Egypt,2000,Addiction aux drogues,5.85,Femme
Egypt,2000,Addiction aux drogues,10.72,Homme
Egypt,2000,Addiction au jeu,7.08,Les deux
Egypt,2000,Addiction au jeu,5.06,Femme
Egypt,2000,Addiction au jeu,3.96,Homme
Egypt,2000,Trouble de l’alimentation,3.98,Les deux
Egypt,2000,Trouble de l’alimentation,0.91,Femme
Egypt,2000,Trouble de l’alimentation,8.09,Homme
Egypt,2000,Autisme,9.31,Les deux
Egypt,2000,Autisme,5.61,Femme
Egypt,2000,Autisme,1.6,Homme
Egypt,2000,TDAH,9.76,Les deux
Egypt,2000,TDAH,2.39,Femme
Egypt,2000,TDAH,11.18,Homme
France,2001,Trouble de la personnalité borderline,2.44,Les deux
France,2001,Trouble de la personnalité borderline,0.55,Femme
France,2001,Trouble de la personnalité borderline,0.7,Homme
France,2001,Trouble bipolaire,5.73,Les deux
France,2001,Trouble bipolaire,9.69,Femme
France,2001,Trouble bipolaire,6.05,Homme
France,2001,Dépression majeure,8.03,Les deux
France,2001,Dépression majeure,7.21,Femme
France,2001,Dépression majeure,9.54,Homme
France,2001,Trouble anxieux généralisé,1.0,Les deux
France,2001,Trouble anxieux généralisé,2.41,Femme
France,2001,Trouble anxieux généralisé,9.59,Homme
France,2001,Trouble panique,7.73,Les deux
France,2001,Trouble panique,5.2,Femme
France,2001,Trouble panique,3.59,Homme
France,2001,Phobie sociale,6.76,Les deux
France,2001,Phobie sociale,4.27,Femme
France,2001,Phobie sociale,6.89,Homme
France,2001,Trouble obsessionnel-compulsif (TOC),9.37,Les deux
France,2001,Trouble obsessionnel-compulsif (TOC),1.83,Femme
France,2001,Trouble obsessionnel-compulsif (TOC),5.31,Homme
France,2001,Stress post-traumatique (PTSD),5.13,Les deux
France,2001,Stress post-traumatique (PTSD),5.3,Femme
France,2001,Stress post-traumatique (PTSD),5.13,Homme
France,2001,Schizophrénie,4.28,Les deux
France,2001,Schizophrénie,0.82,Femme
France,2001,Schizophrénie,2.57,Homme
France,2001,Trouble dissociatif,0.6,Les deux
France,2001,Trouble dissociatif,10.22,Femme
France,2001,Trouble dissociatif,9.36,Homme
France,2001,Trouble du sommeil,0.7,Les deux
France,2001,Trouble du sommeil,9.02,Femme
France,2001,Trouble du sommeil,8.06,Homme
France,2001,Trouble somatique,6.42,Les deux
France,2001,Trouble somatique,9.34,Femme
France,2001,Trouble somatique,3.89,Homme
France,2001,Addiction à l’alcool,6.75,Les deux
France,2001,Addiction à l’alcool,9.72,Femme
France,2001,Addiction à l’alcool,4.93,Homme
France,2001,Addiction aux drogues,5.11,Les deux
France,2001,Addiction aux drogues,7.67,Femme
France,2001,Addiction aux drogues,2.51,Homme
France,2001,Addiction au jeu,1.4,Les deux
France,2001,Addiction au jeu,2.25,Femme
France,2001,Addiction au jeu,8.76,Homme
France,2001,Trouble de l’alimentation,2.8,Les deux
France,2001,Trouble de l’alimentation,1.42,Femme
France,2001,Trouble de l’alimentation,1.56,Homme
France,2001,Autisme,2.98,Les deux
France,2001,Autisme,6.22,Femme
France,2001,Autisme,8.49,Homme
France,2001,TDAH,1.83,Les deux
France,2001,TDAH,3.8,Femme
France,2001,TDAH,1.53,Homme
United States,2001,Trouble de la personnalité borderline,3.15,Les deux
United States,2001,Trouble de la personnalité borderline,1.45,Femme
United States,2001,Trouble de la personnalité borderline,6.52,Homme
United States,2001,Trouble bipolaire,4.86,Les deux
United States,2001,Trouble bipolaire,8.82,Femme
United States,2001,Trouble bipolaire,8.45,Homme
United States,2001,Dépression majeure,8.22,Les deux
United States,2001,Dépression majeure,2.5,Femme
United States,2001,Dépression majeure,1.92,Homme
United States,2001,Trouble anxieux généralisé,3.98,Les deux
United States,2001,Trouble anxieux généralisé,2.8,Femme
United States,2001,Trouble anxieux généralisé,3.15,Homme
United States,2001,Trouble panique,1.4,Les deux
United States,2001,Trouble panique,4.4,Femme
United States,2001,Trouble panique,3.65,Homme
United States,2001,Phobie sociale,7.66,Les deux
United States,2001,Phobie sociale,9.77,Femme
United States,2001,Phobie sociale,7.5,Homme
United States,2001,Trouble obsessionnel-compulsif (TOC),9.99,Les deux
United States,2001,Trouble obsessionnel-compulsif (TOC),7.2,Femme
United States,2001,Trouble obsessionnel-compulsif (TOC),10.35,Homme
United States,2001,Stress post-traumatique (PTSD),4.66,Les deux
United States,2001,Stress post-traumatique (PTSD),0.82,Femme
United States,2001,Stress post-traumatique (PTSD),5.06,Homme
United States,2001,Schizophrénie,4.13,Les deux
United States,2001,Schizophrénie,6.1,Femme
United States,2001,Schizophrénie,7.82,Homme
United States,2001,Trouble dissociatif,2.33,Les deux
United States,2001,Trouble dissociatif,9.18,Femme
United States,2001,Trouble dissociatif,11.56,Homme
United States,2001,Trouble du sommeil,8.91,Les deux
United States,2001,Trouble du sommeil,3.28,Femme
United States,2001,Trouble du sommeil,2.98,Homme
United States,2001,Trouble somatique,9.39,Les deux
United States,2001,Trouble somatique,3.75,Femme
United States,2001,Trouble somatique,2.88,Homme
United States,2001,Addiction à l’alcool,2.03,Les deux
United States,2001,Addiction à l’alcool,0.8,Femme
United States,2001,Addiction à l’alcool,4.7,Homme
United States,2001,Addiction aux drogues,6.85,Les deux
United States,2001,Addiction aux drogues,1.91,Femme
United States,2001,Addiction aux drogues,7.97,Homme
United States,2001,Addiction au jeu,9.14,Les deux
United States,2001,Addiction au jeu,1.64,Femme
United States,2001,Addiction au jeu,7.92,Homme
United States,2001,Trouble de l’alimentation,2.83,Les deux
United States,2001,Trouble de l’alimentation,9.45,Femme
United States,2001,Trouble de l’alimentation,4.49,Homme
United States,2001,Autisme,2.61,Les deux
United States,2001,Autisme,8.8,Femme
United States,2001,Autisme,4.42,Homme
United States,2001,TDAH,2.21,Les deux
United States,2001,TDAH,0.15,Femme
